Cody,Asche,FA,LF,0.34019516430322727
Josh,Harrison,AIDS,3B,0.3580433411092166
Willson,Contreras,FA,C,0.36232541529702617
Steven,Moya,FA,LF,0.36964029822607647
Randal,Grichuk,DIPA,LF,0.37247041872003833
Jake,Smolinski,FA,LF,0.38130092402715859
Jose,Abreu,DIPA,1B,0.38181579311636094
Devon,Travis,FISHFRY,2B,0.38515319292945172
Addison,Russell,BALK,2B,0.395190723899978
Luis,Valbuena,MICE,3B,0.39849542781753566
Brock,Holt,DIPA,2B,0.39870286183764653
Michael,Conforto,AIDS,LF,0.40011663570330636
Stephen,Drew,FA,2B,0.40281713525918911
Travis,Jankowski,FA,CF,0.40520889426493811
Coco,Crisp,FA,CF,0.41307795461949354
Gordon,Beckham,FA,3B,0.41410039361200451
Troy,Tulowitzki,CORN,SS,0.41759028044663543
Nomar,Mazara,WORKS,RF,0.42127277421720588
Chris,Owings,FA,2B,0.44080481162520257
Derek,Dietrich,MICE,LF,0.44104667959451271
Justin,Turner,BALK,3B,0.45269803036246048
Evan,Gattis,BALK,DH,0.45747282008153362
Brian,McCann,WORKS,C,0.45783780705456695
Mallex,Smith,FA,LF,0.46074582349442361
Nick,Hundley,CHOICE,C,0.46412379997032482
Javier,Baez,CHOICE,2B,0.46700759383015289
Drew,Butera,FA,C,0.47581429445087059
Max,Kepler,MICE,CF,0.47777463690915528
Brandon,Crawford,WIND,SS,0.48944019009507422
Jarrod,Saltalamacchia,POLLOS,C,0.49215024860359641
Daniel,Descalso,FA,SS,0.50082275192348569
Adam,Lind,CHOICE,1B,0.52206683687104805
Jurickson,Profar,CHOICE,2B,0.53257349725275938
Greg,Garcia,FA,SS,0.54641851143053899
Jacoby,Ellsbury,AIDS,CF,0.56499411348884332
Yangervis,Solarte,BALK,3B,0.57634377066628029
Scooter,Gennett,CHOICE,2B,0.57665479407411291
Steven,Souza,POLLOS,RF,0.5896098987906303
Aaron,Hill,POLLOS,2B,0.59350297153321097
Jason,Castro,AIDS,C,0.59679703680196994
Ryan,Raburn,MICE,LF,0.59934626977344108
Andrew,McCutchen,POLLOS,CF,0.62302295743745795
Matt,Szczur,FA,CF,0.63091914785845915
Seth,Smith,PWRS,LF,0.64928366767450196
Albert,Pujols,DIPA,1B,0.65861438752940793
Pedro,Alvarez,PWRS,1B,0.66940679019710492
Kevin,Kiermaier,POLLOS,CF,0.67809906943878162
David,Wright,BALK,3B,0.73954334270639543
Yasmany,Tomas,POLLOS,RF,0.75074731015934659
Chris,Young,WIND,CF,0.75111846722903464
Brandon,Guyer,FA,RF,0.75877906330395417
Lonnie,Chisenhall,ICHI,RF,0.76526479327890218
Neil,Walker,DIPA,2B,0.76751813191474538
Elvis,Andrus,ICHI,SS,0.7805928462473164
Lorenzo,Cain,WORKS,CF,0.78113921564772426
Whit,Merrifield,WHACK,CF,0.78315186049243479
Paulo,Orlando,FA,CF,0.7850751888735169
Travis,Shaw,BALK,1B,0.79084426258180873
Jayson,Werth,FISHFRY,RF,0.80808211669133967
Jason,Kipnis,WHACK,2B,0.82666359156028446
Melky,Cabrera,BUSTERS,LF,0.82896307099257038
Colby,Rasmus,PWRS,CF,0.8345925305063262
Ezequiel,Carrera,FA,LF,0.83606145717636282
Logan,Forsythe,MICE,2B,0.87299595596071711
Shin-Soo,Choo,MICE,RF,0.8749590634299248
Robbie,Grossman,CHOICE,CF,0.91849919041032102
Matt,Wieters,ICHI,C,0.9780986218670592
David,Ross,FA,C,0.98111810229208229
Giancarlo,Stanton,DIPA,RF,1.0043448853337602
Dae-Ho,Lee,FISHFRY,1B,1.0244216790410383
Anthony,Rendon,FISHFRY,2B,1.0351124636997731
David,Freese,FA,3B,1.0527082068035754
Ichiro,Suzuki,FA,RF,1.0682838174190963
Zack,Cozart,WORKS,SS,1.0769937775903702
Danny,Espinosa,FA,2B,1.0946213174478017
Cameron,Maybin,PWRS,CF,1.0971751578039819
Jeremy,Hazelbaker,FA,CF,1.1079079985437956
Miguel,Sano,BALK,DH,1.1127749959928428
Joe,Panik,CORN,2B,1.1571851003027809
Salvador,Perez,AIDS,C,1.1578518822910395
Sean,Rodriguez,FA,1B,1.2009939355790884
Khris,Davis,MICE,LF,1.2084340901753825
Matt,Kemp,FISHFRY,RF,1.2161010230448264
Franklin,Gutierrez,FA,LF,1.217097849962204
Adrian,Beltre,BUSTERS,3B,1.2251846093347329
Angel,Pagan,WHACK,CF,1.2613797604025938
Adam,Eaton,BALK,CF,1.2883889792413863
Mark,Reynolds,CORN,1B,1.2981184110199271
Jung,Kang,FISHFRY,3B,1.2983211387117224
Eugenio,Suarez,PWRS,SS,1.3217960334037651
Josh,Reddick,PWRS,RF,1.3247956531003662
Tyler,Naquin,ICHI,CF,1.3467040897200966
Matt,Adams,CHOICE,1B,1.379347418577463
Jonathan,Schoop,BUSTERS,2B,1.4014430345072728
Matt,Holliday,AIDS,LF,1.4135802515617271
Brian,Dozier,WORKS,2B,1.4180603899228554
Chris,Carter,BUSTERS,1B,1.4319168696560356
Melvin,Upton,FISHFRY,CF,1.4556863934288231
Brett,Gardner,DIPA,CF,1.4632130842092672
Hanley,Ramirez,PWRS,LF,1.4642576758108303
Rajai,Davis,WHACK,LF,1.4677335904737727
Christian,Yelich,MICE,LF,1.4971605351997757
Marcus,Semien,PWRS,SS,1.4995999077378741
Hunter,Pence,WORKS,RF,1.5109590429258226
Trayce,Thompson,CORN,CF,1.5205623438898419
Steve,Pearce,WIND,LF,1.5250985783574742
Jose,Ramirez,BUSTERS,SS,1.5418873644166338
Nick,Castellanos,ICHI,3B,1.6092200069815694
Ryan,Rua,FA,LF,1.624140092912975
Leonys,Martin,WORKS,CF,1.6884493277154393
Joc,Pederson,CORN,CF,1.7133207681226177
Matt,Joyce,FA,LF,1.7204378524453927
Dustin,Pedroia,BUSTERS,2B,1.7243005355955618
J.D.,Martinez,WHACK,RF,1.7312777614066586
Victor,Martinez,BALK,DH,1.7451123426119122
