All Relief Pitchers   Projections Standard Categories
Avail,Player,INNs,APP,GS,QS,CG,W,L,S,BS,HD,K,BB,H,ERA,WHIP,Rank,
FA,"Richard Fitts SP,RP | STL ",126,26,26,6,0,6,7,0,0,0,98,33,127,3.71,1.27,652
Nate's Team,"Shawn Armstrong SP,RP | CLE",67,76,0,0,0,3,1,4,1,14,69,21,50,3.22,1.06,653
FA,Hunter Harvey RP | CHC,64,70,0,0,0,3,2,4,1,39,66,15,54,2.95,1.08,656
Bed Stuy Fish Fry,Jared Koenig RP | MIL,59,66,0,0,0,5,1,1,0,23,60,19,50,2.59,1.17,661
FA,Taylor Rogers RP | MIN,61,61,0,0,0,1,3,19,4,3,71,28,61,3.39,1.46,662
American Double IPAs,Reid Detmers RP | LAA ,135,26,26,7,0,8,11,0,0,0,164,51,143,4.87,1.44,664
FA,A.J. Minter RP | NYM ,50,63,0,0,0,4,2,1,0,24,58,19,33,2.34,1.04,665
Honeynut Ichiros,Andrew Kittredge RP | BAL ,66,77,0,0,0,3,4,4,1,32,74,16,56,3.41,1.09,666
Los Pollos,Cole Winn RP | TEX,85,74,0,0,0,1,2,0,0,8,69,31,53,2.54,0.99,667
FA,Jose Alvarado RP | PHI,67,74,0,0,0,6,3,4,1,16,74,25,60,4.03,1.27,670
Bed Stuy Fish Fry,Alex Vesia RP | LAD,53,71,0,0,0,3,2,1,0,28,74,24,32,2.72,1.06,671
FA,Tyler Rogers RP | TOR,67,75,0,0,0,2,2,4,1,31,44,6,60,2.28,0.99,672
Brophy's Choice,"Steven Okert SP,RP | HOU",64,77,0,0,0,4,1,1,0,12,76,20,48,3.66,1.06,674
Honeynut Ichiros,Isaac Mattson RP | PIT,70,67,0,0,0,3,2,1,0,19,66,30,49,2.57,1.13,679
FA,Elvis Alvarado RP | ATH,76,70,0,0,0,2,3,8,2,8,93,41,63,3.32,1.37,681
American Double IPAs,"Chris Paddack SP,RP | MIA ",141,26,26,6,0,7,7,0,0,0,106,38,142,4.34,1.28,682
FA,Brent Headrick RP | NYY,73,59,0,0,0,1,1,1,0,7,103,25,57,3.33,1.12,683
FA,"Brad Lord SP,RP | WAS",130,26,26,7,0,5,12,0,0,0,105,38,126,3.95,1.26,685
FA,"Randy Vasquez SP,RP | SD",131,26,26,10,0,6,7,0,0,0,84,43,123,3.71,1.27,687
FA,"Jack Dreyer SP,RP | LAD",69,73,0,0,0,3,1,1,0,12,70,24,53,3.00,1.12,689
Honeynut Ichiros,Phil Maton RP | CHC,64,75,0,0,0,3,2,1,0,26,74,24,46,3.23,1.09,690
Cornballers,"Ian Seymour SP,RP | TB",60,25,13,4,0,5,6,0,0,0,63,19,48,3.45,1.12,692
FA,Jacob Webb RP | CHC,58,62,0,0,0,4,3,1,0,10,54,20,42,2.95,1.07,693
Olympic-Size Swimming Pool Up On The Roof,Chris Martin RP | TEX,61,73,0,0,0,3,4,4,1,25,64,9,62,3.10,1.16,695
Honeynut Ichiros,JoJo Romero RP | STL,65,86,0,0,0,3,4,7,1,39,66,30,59,2.77,1.37,698
AIDS,Eduard Bazardo RP | SEA,52,50,0,0,0,3,1,1,0,7,53,15,35,2.77,0.96,704
