ASB,0.0,0.0
HR,0.0,0.0
OBP,0.0,0.0
OPS,0.0,0.0
R,0.0,0.0
aRBI,0.0,0.0
ERA,0.0,0.0
HRA,0.0,0.0
K,0.0,0.0
MGS,0.0,0.0
VIJAY,0.0,0.0
aWHIP,0.0,0.0
